Sample,DNA_construct,Replicate,Candidate,verA,verB,n_obs_timepoints,transfers_observed,total_reads,logA_init,r_init_per_cycle,r_final_per_cycle,breakpoint_transfer,r_init_per_generation,r_final_per_generation,r_init_per_hour_measured,r_final_per_hour_measured,model_selected,direction,unconstrained_direction,breakpoint_testable,rel_rate_change,abs_rate_change,delta_bic,r2_selected,r2_constant,r2_two_phase,wrss_constant,wrss_two_phase,s_constant_per_cycle,freq_init,freq_final,estimable
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A78-B18,A78,B18,2,"3,4",2,-0.4474,-0.033,-0.033,,-0.0102,-0.0102,-0.00125,-0.00125,constant,constant,none,False,,,,0.1249,0.1249,,0.30478,,-0.033,0.00855,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A78-B30,A78,B30,4,"3,4,6,13",117,2.3903,0.1753,0.1753,,0.0524,0.0524,0.00664,0.00664,constant,constant,decelerating,True,,,,0.6195,0.6195,,33.23301,,0.1753,0.03419,0.25946,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A81-B123,A81,B123,2,"3,4",23,1.7828,-0.269,-0.269,,-0.0769,-0.0769,-0.01019,-0.01019,constant,constant,none,False,,,,0.596,0.596,,2.55061,,-0.269,0.08547,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A81-B140,A81,B140,3,"3,4,6",8,0.5261,-0.0788,-0.0788,,-0.0219,-0.0219,-0.00298,-0.00298,constant,constant,none,False,,,,0.524,0.524,,0.27124,,-0.0788,0.01709,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A81-B177,A81,B177,2,"4,6",11,1.0598,-0.0885,-0.0885,,-0.0237,-0.0237,-0.00335,-0.00335,constant,constant,none,False,,,,0.0961,0.0961,,3.38705,,-0.0885,0.0,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A81-B47,A81,B47,2,"4,6",6,0.3295,0.0434,0.0434,,0.0157,0.0157,0.00164,0.00164,constant,constant,none,False,,,,0.0168,0.0168,,4.18462,,0.0434,0.0,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A81-B51,A81,B51,3,"3,4,6",37,2.1811,-0.3066,-0.3066,,-0.0858,-0.0858,-0.01161,-0.01161,constant,constant,none,False,,,,0.7927,0.7927,,1.69127,,-0.3066,0.11966,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A83-B101,A83,B101,4,"3,4,6,13",14,0.851,0.0042,0.0042,,0.002,0.002,0.00016,0.00016,constant,constant,decelerating,True,,,,0.0018,0.0018,,1.20707,,0.0042,0.02564,0.00541,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A83-B40,A83,B40,4,"3,4,6,13",59,2.4654,-0.1765,-0.1765,,-0.0497,-0.0497,-0.00669,-0.00669,constant,constant,decelerating,True,,,,0.9635,0.9635,,0.21711,,-0.1765,0.17094,0.00541,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A83-B50,A83,B50,3,"3,4,6",7,0.4663,-0.0885,-0.0885,,-0.0255,-0.0255,-0.00335,-0.00335,constant,constant,none,False,,,,0.3484,0.3484,,0.73261,,-0.0885,0.02564,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A90-B136,A90,B136,2,"3,4",2,-0.4474,-0.033,-0.033,,-0.0102,-0.0102,-0.00125,-0.00125,constant,constant,none,False,,,,0.1249,0.1249,,0.30478,,-0.033,0.00855,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.1,concX_largeLib_SpeI_cleanup,1,A90-B70,A90,B70,2,"4,6",2,-0.5738,0.0359,0.0359,,0.0115,0.0115,0.00136,0.00136,constant,constant,none,False,,,,0.0717,0.0717,,0.57925,,0.0359,0.0,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A143-B84,A143,B84,2,"3,6",3,-0.5135,-0.0027,-0.0027,,-0.0007,-0.0007,-0.0001,-0.0001,constant,constant,none,False,,,,0.0004,0.0004,,0.91583,,-0.0027,0.01299,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A153-B30,A153,B30,4,"3,4,6,13",94,2.3838,0.0074,0.0074,,0.0041,0.0041,0.00028,0.00028,constant,constant,decelerating,True,,,,0.0013,0.0013,,13.77948,,0.0074,0.22078,0.01307,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A176-B30,A176,B30,3,"3,4,6",34,1.2628,0.1531,0.1531,,0.0465,0.0465,0.0058,0.0058,constant,constant,none,False,,,,0.1753,0.1753,,10.01013,,0.1531,0.05195,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A186-B165,A186,B165,2,"3,4",9,0.4904,-0.1779,-0.1779,,-0.0528,-0.0528,-0.00674,-0.00674,constant,constant,none,False,,,,0.4651,0.4651,,1.80693,,-0.1779,0.04545,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A78-B117,A78,B117,4,"3,4,6,13",8,-0.0573,0.0602,0.0602,,0.018,0.018,0.00228,0.00228,constant,constant,decelerating,True,,,,0.4232,0.4232,,0.53453,,0.0602,0.01299,0.00654,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A81-B30,A81,B30,3,"3,4,6",7,0.0914,-0.089,-0.089,,-0.0259,-0.0259,-0.00337,-0.00337,constant,constant,none,False,,,,0.8117,0.8117,,0.09194,,-0.089,0.02597,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A81-B41,A81,B41,2,"3,4",5,-0.1007,-0.0634,-0.0634,,-0.0179,-0.0179,-0.0024,-0.0024,constant,constant,none,False,,,,0.1233,0.1233,,1.25057,,-0.0634,0.01299,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A81-B6,A81,B6,4,"3,4,6,13",371,3.1297,0.1988,0.1988,,0.059,0.059,0.00753,0.00753,constant,constant,decelerating,True,,,,0.7902,0.7902,,63.55531,,0.1988,0.20779,0.95425,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A83-B50,A83,B50,3,"3,4,6",6,-0.0849,-0.0147,-0.0147,,-0.0036,-0.0036,-0.00056,-0.00056,constant,constant,none,False,,,,0.011,0.011,,0.96339,,-0.0147,0.01948,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A90-B123,A90,B123,3,"3,4,13",5,-0.3037,0.0702,0.0702,,0.0207,0.0207,0.00266,0.00266,constant,constant,none,False,,,,0.1989,0.1989,,2.0018,,0.0702,0.00649,0.00654,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A90-B47,A90,B47,3,"3,4,6",11,0.5282,-0.1272,-0.1272,,-0.036,-0.036,-0.00482,-0.00482,constant,constant,none,False,,,,0.547,0.547,,0.69267,,-0.1272,0.03247,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A90-B59,A90,B59,2,"3,4",3,-0.5448,-0.0357,-0.0357,,-0.0109,-0.0109,-0.00135,-0.00135,constant,constant,none,False,,,,0.1523,0.1523,,0.30639,,-0.0357,0.01299,0.0,True
TFMN4.exp2.ACN3788.concX_largeLib_SpeI_cleanup.3,concX_largeLib_SpeI_cleanup,3,A90-B75,A90,B75,4,"3,4,6,13",140,2.8318,-0.0392,-0.0392,,-0.0087,-0.0087,-0.00149,-0.00149,constant,constant,decelerating,True,,,,0.0428,0.0428,,13.20179,,-0.0392,0.31169,0.01307,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A152-B154,A152,B154,3,"3,4,6",19,1.1916,-0.0792,-0.0792,,-0.0203,-0.0203,-0.003,-0.003,constant,constant,none,False,,,,0.1173,0.1173,,3.1455,,-0.0792,0.0495,0.0,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A153-B137,A153,B137,4,"3,4,6,13",33,1.6665,-0.0092,-0.0092,,0.0002,0.0002,-0.00035,-0.00035,constant,constant,decelerating,True,,,,0.0009,0.0009,,14.48794,,-0.0092,0.06931,0.00532,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A153-B77,A153,B77,4,"3,4,6,13",48,1.4311,0.1211,0.1211,,0.0362,0.0362,0.00459,0.00459,constant,constant,decelerating,True,,,,0.4587,0.4587,,13.57218,,0.1211,0.0396,0.1117,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A196-B168,A196,B168,4,"3,4,6,13",141,2.696,0.0532,0.0532,,0.016,0.016,0.00202,0.00202,constant,constant,decelerating,True,,,,0.3018,0.3018,,13.9672,,0.0532,0.09901,0.21277,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A20-B95,A20,B95,2,"6,13",4,-0.0557,0.0269,0.0269,,0.0093,0.0093,0.00102,0.00102,constant,constant,none,False,,,,0.0128,0.0128,,3.84227,,0.0269,0.0,0.00532,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A63-B40,A63,B40,4,"3,4,6,13",5,-0.2298,0.0087,0.0087,,0.0026,0.0026,0.00033,0.00033,constant,constant,decelerating,True,,,,0.3602,0.3602,,0.01289,,0.0087,0.0099,0.00532,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A81-B101,A81,B101,3,"3,4,6",12,0.9167,-0.1157,-0.1157,,-0.0309,-0.0309,-0.00438,-0.00438,constant,constant,none,False,,,,0.1718,0.1718,,3.21152,,-0.1157,0.0099,0.0,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A81-B61,A81,B61,3,"3,4,6",13,0.9417,-0.1742,-0.1742,,-0.0489,-0.0489,-0.0066,-0.0066,constant,constant,none,False,,,,0.8419,0.8419,,0.31762,,-0.1742,0.0396,0.0,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A96-B26,A96,B26,3,"3,4,13",4,-0.32,0.0096,0.0096,,0.0026,0.0026,0.00036,0.00036,constant,constant,none,False,,,,0.0146,0.0146,,0.59771,,0.0096,0.0099,0.00532,True
TFMN4.exp2.ACN3788.concX_smallLib_PCR_DpnI_cleanup.3,concX_smallLib_PCR_DpnI_cleanup,3,A96-B87,A96,B87,3,"3,4,6",7,0.3312,-0.0727,-0.0727,,-0.0195,-0.0195,-0.00276,-0.00276,constant,constant,none,False,,,,0.1274,0.1274,,1.73987,,-0.0727,0.0198,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A143-B13,A143,B13,2,"3,4",4,0.233,-0.1125,-0.1125,,-0.0332,-0.0332,-0.00426,-0.00426,constant,constant,none,False,,,,0.4053,0.4053,,0.80765,,-0.1125,0.01515,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A143-B137,A143,B137,3,"3,4,6",13,0.9871,-0.0212,-0.0212,,-0.0035,-0.0035,-0.0008,-0.0008,constant,constant,none,False,,,,0.0089,0.0089,,2.72488,,-0.0212,0.01515,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A152-B47,A152,B47,3,"3,4,6",5,0.2755,-0.0997,-0.0997,,-0.0291,-0.0291,-0.00378,-0.00378,constant,constant,none,False,,,,0.8673,0.8673,,0.06913,,-0.0997,0.01515,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A16-B117,A16,B117,2,"4,6",2,-0.4601,0.0127,0.0127,,0.0045,0.0045,0.00048,0.00048,constant,constant,none,False,,,,0.012,0.012,,0.45884,,0.0127,0.0,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A16-B140,A16,B140,3,"3,4,6",3,-0.195,-0.0322,-0.0322,,-0.0092,-0.0092,-0.00122,-0.00122,constant,constant,none,False,,,,0.6252,0.6252,,0.02535,,-0.0322,0.00758,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A16-B145,A16,B145,3,"3,4,6",15,1.3129,-0.1726,-0.1726,,-0.0482,-0.0482,-0.00654,-0.00654,constant,constant,none,False,,,,0.5368,0.5368,,1.4424,,-0.1726,0.0303,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A186-B117,A186,B117,3,"3,4,6",4,-0.0188,-0.0102,-0.0102,,-0.002,-0.002,-0.00039,-0.00039,constant,constant,none,False,,,,0.0073,0.0073,,0.58073,,-0.0102,0.00758,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A186-B84,A186,B84,2,"3,4",3,0.0462,-0.1008,-0.1008,,-0.0303,-0.0303,-0.00382,-0.00382,constant,constant,none,False,,,,0.3203,0.3203,,0.93176,,-0.1008,0.01515,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A196-B119,A196,B119,3,"3,4,6",22,1.3519,0.0892,0.0892,,0.0296,0.0296,0.00338,0.00338,constant,constant,none,False,,,,0.0541,0.0541,,8.60972,,0.0892,0.01515,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A196-B15,A196,B15,3,"3,4,6",11,1.3504,-0.2039,-0.2039,,-0.0578,-0.0578,-0.00772,-0.00772,constant,constant,none,False,,,,0.2317,0.2317,,6.23726,,-0.2039,0.00758,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A196-B151,A196,B151,4,"3,4,6,13",140,3.1138,0.0244,0.0244,,0.0086,0.0086,0.00093,0.00093,constant,constant,decelerating,True,,,,0.021,0.021,,28.90444,,0.0244,0.14394,0.06667,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A196-B38,A196,B38,4,"3,4,6,13",36,1.7803,-0.0065,-0.0065,,-0.0016,-0.0016,-0.00025,-0.00025,constant,constant,decelerating,True,,,,0.0207,0.0207,,0.67607,,-0.0065,0.06061,0.01905,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A196-B46,A196,B46,2,"4,6",9,1.0842,-0.1416,-0.1416,,-0.0399,-0.0399,-0.00536,-0.00536,constant,constant,none,False,,,,0.2217,0.2217,,3.09594,,-0.1416,0.0,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A196-B52,A196,B52,3,"3,4,6",11,0.8367,-0.0371,-0.0371,,-0.009,-0.009,-0.0014,-0.0014,constant,constant,none,False,,,,0.044,0.044,,1.64118,,-0.0371,0.02273,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A196-B84,A196,B84,3,"3,4,6",61,2.5578,-0.0845,-0.0845,,-0.0203,-0.0203,-0.0032,-0.0032,constant,constant,none,False,,,,0.0728,0.0728,,10.33572,,-0.0845,0.08333,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A20-B126,A20,B126,3,"3,4,6",17,1.5319,-0.1237,-0.1237,,-0.033,-0.033,-0.00468,-0.00468,constant,constant,none,False,,,,0.135,0.135,,5.34259,,-0.1237,0.00758,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A63-B79,A63,B79,3,"3,4,6",7,0.6152,-0.1478,-0.1478,,-0.043,-0.043,-0.0056,-0.0056,constant,constant,none,False,,,,0.7908,0.7908,,0.2786,,-0.1478,0.02273,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A78-B101,A78,B101,3,"3,4,6",8,0.7575,-0.1137,-0.1137,,-0.0325,-0.0325,-0.00431,-0.00431,constant,constant,none,False,,,,0.2913,0.2913,,1.70119,,-0.1137,0.0303,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A78-B75,A78,B75,3,"3,4,6",5,0.2382,-0.0588,-0.0588,,-0.0167,-0.0167,-0.00223,-0.00223,constant,constant,none,False,,,,0.2194,0.2194,,0.56573,,-0.0588,0.01515,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A81-B145,A81,B145,3,"3,4,6",17,1.2406,0.0283,0.0283,,0.0103,0.0103,0.00107,0.00107,constant,constant,none,False,,,,0.0076,0.0076,,6.97991,,0.0283,0.03788,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A81-B2,A81,B2,4,"3,4,6,13",86,1.6833,0.2302,0.2302,,0.068,0.068,0.00872,0.00872,constant,constant,decelerating,True,,,,0.9486,0.9486,,4.17979,,0.2302,0.02273,0.21905,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A81-B87,A81,B87,3,"3,4,6",14,1.112,-0.0794,-0.0794,,-0.0208,-0.0208,-0.00301,-0.00301,constant,constant,none,False,,,,0.1998,0.1998,,1.44103,,-0.0794,0.02273,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A90-B26,A90,B26,3,"3,6,13",10,-0.2109,0.2298,0.2298,,0.0666,0.0666,0.00871,0.00871,constant,constant,none,False,,,,0.8307,0.8307,,2.48401,,0.2298,0.01515,0.03333,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A90-B3,A90,B3,3,"4,6,13",13,0.0155,0.2163,0.2163,,0.0641,0.0641,0.00819,0.00819,constant,constant,none,False,,,,0.9118,0.9118,,1.09,,0.2163,0.0,0.03333,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.2,concY_largeLib_PCR_DpnI_cleanup,2,A96-B79,A96,B79,3,"3,4,6",12,1.174,-0.1212,-0.1212,,-0.034,-0.034,-0.00459,-0.00459,constant,constant,none,False,,,,0.2103,0.2103,,3.48557,,-0.1212,0.04545,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A143-B117,A143,B117,2,"3,4",3,0.2261,-0.1282,-0.1282,,-0.038,-0.038,-0.00485,-0.00485,constant,constant,none,False,,,,0.5017,0.5017,,0.70479,,-0.1282,0.01266,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A152-B151,A152,B151,2,"3,4",9,1.2282,-0.2543,-0.2543,,-0.0746,-0.0746,-0.00963,-0.00963,constant,constant,none,False,,,,0.6401,0.6401,,1.7789,,-0.2543,0.03797,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A16-B117,A16,B117,3,"3,4,6",8,0.832,-0.0691,-0.0691,,-0.0185,-0.0185,-0.00262,-0.00262,constant,constant,none,False,,,,0.1072,0.1072,,2.06519,,-0.0691,0.01899,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A16-B137,A16,B137,4,"3,4,6,13",17,1.2663,0.011,0.011,,0.0045,0.0045,0.00042,0.00042,constant,constant,decelerating,True,,,,0.0046,0.0046,,4.34346,,0.011,0.01899,0.01242,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A16-B154,A16,B154,2,"3,6",4,0.3143,-0.012,-0.012,,-0.0015,-0.0015,-0.00046,-0.00046,constant,constant,none,False,,,,0.0022,0.0022,,2.54105,,-0.012,0.00633,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A186-B147,A186,B147,2,"3,4",4,0.437,-0.1413,-0.1413,,-0.0413,-0.0413,-0.00535,-0.00535,constant,constant,none,False,,,,0.5162,0.5162,,0.81435,,-0.1413,0.01266,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A186-B3,A186,B3,4,"3,4,6,13",17,1.509,-0.0801,-0.0801,,-0.022,-0.022,-0.00304,-0.00304,constant,constant,decelerating,True,,,,0.1694,0.1694,,3.76819,,-0.0801,0.01266,0.00621,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B123,A196,B123,2,"3,6",3,0.0816,-0.0257,-0.0257,,-0.0063,-0.0063,-0.00097,-0.00097,constant,constant,none,False,,,,0.0187,0.0187,,1.36428,,-0.0257,0.00633,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B136,A196,B136,3,"3,4,6",17,1.402,-0.0348,-0.0348,,-0.0073,-0.0073,-0.00132,-0.00132,constant,constant,none,False,,,,0.0221,0.0221,,3.40923,,-0.0348,0.02532,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B15,A196,B15,2,"4,6",4,0.39,-0.0654,-0.0654,,-0.0176,-0.0176,-0.00248,-0.00248,constant,constant,none,False,,,,0.0947,0.0947,,1.53392,,-0.0654,0.0,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B152,A196,B152,2,"3,4",3,0.2261,-0.1282,-0.1282,,-0.038,-0.038,-0.00485,-0.00485,constant,constant,none,False,,,,0.5017,0.5017,,0.70479,,-0.1282,0.01266,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B171,A196,B171,3,"3,4,6",27,1.8577,-0.058,-0.058,,-0.0138,-0.0138,-0.0022,-0.0022,constant,constant,none,False,,,,0.0682,0.0682,,3.69039,,-0.058,0.0443,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B2,A196,B2,4,"3,4,6,13",29,1.6494,0.0202,0.0202,,0.0065,0.0065,0.00076,0.00076,constant,constant,decelerating,True,,,,0.0696,0.0696,,1.91492,,0.0202,0.03165,0.03106,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B27,A196,B27,3,"3,4,6",16,1.5615,-0.1888,-0.1888,,-0.0532,-0.0532,-0.00715,-0.00715,constant,constant,none,False,,,,0.6103,0.6103,,1.55464,,-0.1888,0.05063,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B4,A196,B4,3,"3,4,6",11,1.3091,-0.2215,-0.2215,,-0.0631,-0.0631,-0.00839,-0.00839,constant,constant,none,False,,,,0.5621,0.5621,,1.92251,,-0.2215,0.02532,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B52,A196,B52,3,"3,4,6",12,1.6439,-0.234,-0.234,,-0.066,-0.066,-0.00887,-0.00887,constant,constant,none,False,,,,0.2827,0.2827,,6.59251,,-0.234,0.00633,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B75,A196,B75,3,"3,4,6",8,1.036,-0.153,-0.153,,-0.0428,-0.0428,-0.0058,-0.0058,constant,constant,none,False,,,,0.2815,0.2815,,2.72471,,-0.153,0.00633,0.0,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B79,A196,B79,4,"3,4,6,13",32,1.8953,-0.0408,-0.0408,,-0.0117,-0.0117,-0.00154,-0.00154,constant,constant,decelerating,True,,,,0.3104,0.3104,,1.24188,,-0.0408,0.05063,0.02484,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A196-B87,A196,B87,4,"3,4,6,13",82,2.7809,-0.0211,-0.0211,,-0.0052,-0.0052,-0.0008,-0.0008,constant,constant,decelerating,True,,,,0.0378,0.0378,,7.95283,,-0.0211,0.10127,0.0559,True
TFMN4.exp2.ACN3788.concY_largeLib_PCR_DpnI_cleanup.3,concY_largeLib_PCR_DpnI_cleanup,3,A20-B71,A20,B71,4,"3,4,6,13",8,0.6006,0.0084,0.0084,,0.0032,0.0032,0.00032,0.00032,constant,constant,decelerating,True,,,,0.0046,0.0046,,1.55355,,0.0084,0.01266,0.00621,True
